"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"10697","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/210975","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","24-Sep-2025","Hemanta Kumar Behera","Payment Success","1000000"
"10698","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/210974","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","06-Sep-2025","Hemanta Kumar Behera","Payment Success","1000000"
"10699","Odisha","Construction of road under bridge","WS/MP138/2024-2025/170462","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","22-Apr-2025","Hemanta Kumar Behera","Payment Success","500000"
"10700","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2024-2025/170347","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","22-Apr-2025","Hemanta Kumar Behera","Payment Success","500000"
"10701","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/185714","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","05-Jun-2025","Hemanta Kumar Behera","Payment Success","500000"
"10702","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/185715","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","05-Jun-2025","Hemanta Kumar Behera","Payment Success","500000"
"10703","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2024-2025/170346","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","28-May-2025","Hemanta Kumar Behera","Payment Success","500000"
"10704","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP138/2025-2026/185711","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","02-Jun-2025","Hemanta Kumar Behera","Payment Success","500000"
"10705","Odisha","Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","WS/MP138/2025-2026/185713","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","02-Jun-2025","Hemanta Kumar Behera","Payment Success","500000"
"10706","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP138/2025-2026/185712","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","02-Jun-2025","Hemanta Kumar Behera","Payment Success","500000"
"10707","Gujarat","Construction of community centers and community halls","WS/MP18288/2025-2026/232601","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","22-Jun-2026","GROUP GRAMGRAMPANCHAYAT VIRANIYA","Payment Success","500000"
"10708","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP108/2025-2026/197936","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","18-May-2026","JAIHIND MAJOOR KAMGAR SAHKARI SANSTHA","Payment Success","1478138"
"10709","Maharashtra","Construction of community centers and community halls","WS/MP108/2024-2025/133527","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","23-Jan-2025","JAIHIND MAJOOR KAMGAR SAHKARI SANSTHA","Payment Success","1957573"
"10710","Maharashtra","Purchase of IT systems, including hardware and software for educational purposes","WS/MP108/2024-2025/138881","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","17-Jan-2025","NUCOM SALES AND SERVICES","Payment Success","692000"
"10711","Maharashtra","Purchase of IT systems, including hardware and software for educational purposes","WS/MP108/2024-2025/138970","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","17-Jan-2025","NUCOM SALES AND SERVICES","Payment Success","299999"
"10712","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2024-2025/143854","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","15-Jan-2025","GRAM PANCHAYAT AALOR","Payment Success","500000"
"10713","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2024-2025/143854","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","GRAM PANCHAYAT AALOR","Payment Success","485000"
"10714","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP147/2024-2025/98064","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","24-Mar-2025","BATRA CONSTRUCTION","Payment Success","987328"
"10715","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18316/2024-2025/166108","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","16-Oct-2025","MAYANK TRADERS","Payment Success","240500"
"10716","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18316/2024-2025/166108","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","13-Oct-2025","MAYANK TRADERS","Payment Success","220800"
"10717","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2025-2026/227445","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","05-Jan-2026","MAYANK TRADERS","Payment Success","30500"
"10718","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18316/2024-2025/166108","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","19-Dec-2025","MAYANK TRADERS","Payment Success","13750"
"10719","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2025-2026/227445","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","31-Mar-2026","MAYANK TRADERS","Payment Success","62726"
"10720","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18316/2024-2025/166108","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","16-Sep-2025","MAYANK TRADERS","Payment Success","346381"
"10721","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","13-Feb-2025","TERAN TERAN BRICKS AND TILES","Payment Success","47110"
"10722","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","TERAN TERAN BRICKS AND TILES","Payment Success","13500"
"10723","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","22-Jan-2025","TERAN TERAN BRICKS AND TILES","Payment Success","43745"
"10724","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","TERAN TERAN BRICKS AND TILES","Payment Success","33750"
"10725","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","TERAN TERAN BRICKS AND TILES","Payment Success","33750"
"10726","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","TERAN TERAN BRICKS AND TILES","Payment Success","33750"
"10727","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","15-Jun-2026","WARAICH ENTERPRISES","Payment Success","57407"
"10728","Uttar Pradesh","Construction of community centers and community halls","WS/MP180/2024-2025/140361","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","13-Jan-2025","Unnati construction","Payment Success","2907471"
"10729","Uttar Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP180/2024-2025/140362","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","13-Jan-2025","Unnati construction","Payment Success","2768835"
"10730","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/197923","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Jun-2026","Unnati construction","Payment Success","460505"
"10731","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/224038","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Jun-2026","Unnati construction","Payment Success","452352"
"10732","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/224026","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Jun-2026","Unnati construction","Payment Success","554658"
"10733","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/197922","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Jun-2026","Unnati construction","Payment Success","600195"
"10734","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173413","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","551145"
"10735","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173414","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","530094"
"10736","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173415","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","628381"
"10737","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173417","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","395454"
"10738","Uttar Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP180/2024-2025/140362","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","918239"
"10739","Uttar Pradesh","Construction of community centers and community halls","WS/MP180/2024-2025/140361","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","986866"
"10740","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173416","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Apr-2026","Unnati construction","Payment Success","686213"
"10741","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173416","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Dec-2025","Unnati construction","Payment Success","527621"
"10742","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/224041","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","17-Apr-2026","Unnati construction","Payment Success","1782381"
"10743","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/224044","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","17-Apr-2026","Unnati construction","Payment Success","1766938"
"10744","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173415","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Unnati construction","Payment Success","1428376"
"10745","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173417","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Unnati construction","Payment Success","1102590"
"10746","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173416","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Unnati construction","Payment Success","1482472"
"10747","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173414","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Sep-2025","Unnati construction","Payment Success","1567467"
"10748","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173413","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","09-Sep-2025","Unnati construction","Payment Success","1546093"
"10749","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/197921","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","12-Jan-2026","Unnati construction","Payment Success","431839"
"10750","Uttar Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP180/2025-2026/197919","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","12-Jan-2026","Unnati construction","Payment Success","769511"
"10751","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/173415","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","12-Jan-2026","Unnati construction","Payment Success","440807"
"10752","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/224026","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Unnati construction","Payment Success","1644141"
"10753","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/224038","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Unnati construction","Payment Success","1346632"
"10754","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/197922","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Unnati construction","Payment Success","1798806"
"10755","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/197921","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","01-Dec-2025","Unnati construction","Payment Success","1215088"
"10756","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP180/2025-2026/197923","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","01-Dec-2025","Unnati construction","Payment Success","1338194"
"10757","Uttar Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP180/2025-2026/197919","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","01-Dec-2025","Unnati construction","Payment Success","2013338"
"10758","Uttar Pradesh","Construction of public libraries and reading rooms","WS/MP180/2025-2026/197920","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","10-Dec-2025","Unnati construction","Payment Success","1486981"
"10759","Uttar Pradesh","Construction of buildings for sports facilities","WS/MP180/2025-2026/240859","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Jun-2026","Unnati construction","Payment Success","799305"
"10760","Uttar Pradesh","Development of playground","WS/MP180/2025-2026/240862","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","12-Mar-2026","Unnati construction","Payment Success","448400"
"10761","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP889/2025-2026/162254","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","13-Oct-2025","KAMODI GROUP GRAM PANCHAYAT","Payment Success","500000"
"10762","Maharashtra","Providing drains and gutters for public drainage","WS/MP112/2024-2025/120982","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","15-Jan-2025","GRAMPANCHAYAT BORGAON AA","Payment Success","994085"
"10763","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","22-Jan-2025","HANDA AGENCY","Payment Success","38000"
